Raga,Tonic,Filename,Link,Instrument,Artist,Start time,Gender,Channel,Bandish,End time,Notes
Gavati,D,Gavati_6,https://youtu.be/Pc-X5ltv_wY?si=dCyqA35wtzBJ2e98,Vocal,Ustad Salamat Ali & Ustad Nazakat Ali,,#REF!,,,,
Gavati,B,Gavati_7,https://youtu.be/rxpHNzo_FgU?si=GHtWvstIgegzV19o,Vocal,Monika Soni,,#REF!,,,,
Gavati,D,Gavati_8,https://youtu.be/zQ5QP52lrrc?si=4J8ycEi2kX75Uj5a,Vocal,Mahesh Kale,,#REF!,,,,
Gavati,A#,Gavati_9,https://youtu.be/YXI1rXrLKzU?si=N5er406VhvJrL1Eo,Vocal,Sawani Shende,,#REF!,Bazm-e-khas,,,
Gavati,A#,Gavati_10,https://youtu.be/AjHzJOwl2kY?si=isjJPFvTzZQ_tSJP,Vocal,Veena Sahasrabuddhe,,#REF!,,,,
Gopika Basant,A,Gopika Basant_1,https://youtu.be/gM1TNiKTkpQ?si=S5xft1Ej3pcnDwMX,Vocal,Rewa Natu,,#REF!,,,,
Gopika Basant,C,Gopika Basant_2,https://youtu.be/w68H93Gd5s8?si=NNkZb7E_dY2HakC_,Vocal,Abhijith Shenoy,,#REF!,,,,
Gopika Basant,C#,Gopika Basant_3,https://youtu.be/OWsqT8FvPW8?si=u49_AmLFvhvb5W6P,Vocal,Jayanta Bose,,#REF!,,,,
Gopika Basant,F,Gopika Basant_4,https://youtu.be/5IXJc_4Ecik?si=TzckKxJFW__lwO8u,Flute,Sunder Lal Gandharv,,#REF!,,,,
Gopika Basant,C#,Gopika Basant_5,https://youtu.be/ji_65YOSXNg?si=-oq2UN9GVpcgiOYP,Vocal,Haridutt Sharma,,#REF!,,,,
Gopika Basant,C#,Gopika Basant_6,https://youtu.be/qghEFd3hPq4?si=ueN1nH_hcYsC_00I,Vocal,Jayanta Bose,,#REF!,,,,
Gorakh Kalyan,D,Gorakh Kalyan_1,https://youtu.be/m7eULGoGmUE?si=a6ahs86SUi_8t-N7,Vocal,Rashid Khan,,#REF!,,,,
Gorakh Kalyan,C,Gorakh Kalyan_2,https://youtu.be/Mshi-7hfKJM?si=rDb-VwRUC70-302u,Sarod,Soumik Datta,,#REF!,,,,
Gorakh Kalyan,D#,Gorakh Kalyan_3,https://youtu.be/M3Pf6fRus1U?si=YZLsPRD-ZQ22bKa5,Vocal,Armaan Khan,,#REF!,,,,
Gorakh Kalyan,A#,Gorakh Kalyan_4,https://youtu.be/ZE8eoA8Z7Sc?si=Je4jdsST5LoLWQTz,Vocal,Sawani Shende,,#REF!,,,,
Gorakh Kalyan,C#,Gorakh Kalyan_5,https://youtu.be/_g0KzKlu_mE?si=Rk_C0ccbpEIZRcd9,Sitar,Purbayan Chatterjee,,#REF!,,,,
Gorakh Kalyan,D#,Gorakh Kalyan_6,https://youtu.be/cm-sFotvxJA?si=9I_E33NVctJpQxka,Vocal,Venkatesh Kumar,,#REF!,,,,
Gorakh Kalyan,E,Gorakh Kalyan_7,https://youtu.be/bo4wSpAa1iY?si=kk1-ctkr1cW---r-,Violin,Praveen Sheolikar,,#REF!,,,,
Gorakh Kalyan,B,Gorakh Kalyan_8,https://youtu.be/vyUIYk8Rwj4?si=Nv-CmbC7fMZ_DHYi,Vocal,Manali Bose,,#REF!,1001 Bandishes,,,
Gorakh Kalyan,A#,Gorakh Kalyan_9,https://youtu.be/qUDGh5g2qko?si=-9GV9bSTkFGKLPtt,Vocal,Veena Sahasrabuddhe,,#REF!,,,,
Gunakri,A,Gunakri_1,https://youtu.be/jE-VBSOvmDE?si=-PLQoff3WVIoeAGV,Vocal,Tapasi Ghosh,,#REF!,,,,
Gunakri,A,Gunakri_2,https://youtu.be/LXLyEPU77CM?si=W0nvz_6BsqJTHBwY,Vocal,Alka Maulkar,,#REF!,,,,
Gunakri,C#,Gunakri_3,https://youtu.be/_hmFArybf28?si=h0Y6Y_-DlN_8XmZD,Vocal,Atul Nene,,#REF!,,,,
Gunakri,A,Gunakri_4,https://youtu.be/S5VRlnJzdEI?si=euEUT61kutRZdMv4,Vocal,Alka Maulkar,,#REF!,,,,
Gunakri,D,Gunakri_5,https://youtu.be/UCd62tLKkWc?si=GtmDR3e92s6UkHLv,Vocal,Rajendra Kandalgaonkar,,#REF!,,,,
Gunakri,A,Gunakri_6,https://youtu.be/DlL1rmoDSI8?si=XUBdx8Ki3YItfFgB,Vocal,Ashwini Gokhale,,#REF!,,,,
Gunakri,A,Gunakri_7,https://youtu.be/PrrOhka-qHc?si=jpKMtNR2obpfyWPZ,Vocal,Suhasini Koratkar,,#REF!,,,,
Gunakri,B,Gunakri_8,https://youtu.be/5WPJ3WxBRds?si=unXxJ8qaGAx5M0sV,Vocal,Jnan Prakash Ghosh,,#REF!,,,,
Gunakri,C#,Gunakri_9,https://youtu.be/wS_iCHZTsc4?si=HMRvPU-QEOPtCrY7,Vocal,Ajoy Chakraborti,,#REF!,,,,Playlist
Gunakri,C#,Gunakri_10,https://youtu.be/ka0DZJSb5Dw?si=V8b2Yo6MGQQqtiO0,Vocal,Bade Ghulam Ali Khan,,#REF!,,,,
Gurjari Todi,C#,Gurjari Todi_1,https://youtu.be/4tIxcWz8ofY?si=jzsFXM375-DVv0V2,Vocal,Pt. Jasraj,,#REF!,,,,
Gurjari Todi,C#,Gurjari Todi_2,https://youtu.be/-zIm1sK1m7w?si=PKHg4Sxkk0Qu_hbr,Vocal,Bhimsen Joshi,,#REF!,,,,
Gurjari Todi,A#,Gurjari Todi_3,https://youtu.be/9a4ydru4K88?si=1YDSKD1zcrJE-aFr,Vocal,Parveen Sultana,,#REF!,,,,
Gurjari Todi,A#,Gurjari Todi_4,https://youtu.be/2yUiHcp01cQ?si=yy5pUEd9SJ2mHEYE,Vocal,Kishori Amonkar,,#REF!,,,,
Gurjari Todi,A#,Gurjari Todi_5,https://youtu.be/BL8FDnJMkjo?si=Q7xYR7tqILFb9BNi,Vocal,Manali Bose,,#REF!,1001 Bandishes,,,
Gurjari Todi,D#,Gurjari Todi_6,https://youtu.be/ZXrkENWHbT8?si=6rRCTtK8S2yiblxG,Vocal,Rajan Sajan Mishra,,#REF!,,,,
Gurjari Todi,C#,Gurjari Todi_7,https://youtu.be/uSsgvmvijUM?si=gbI_7gzrEFgo5bha,Vocal,Fateh Ali Khan,,#REF!,,,,
Gurjari Todi,D,Gurjari Todi_8,https://youtu.be/X5GXomDTrBg?si=GdZN0FJnEKbmcj7l,Shehnai,Bismillah Khan,,#REF!,,,,
Gurjari Todi,D#,Gurjari Todi_9,https://youtu.be/PdWenqMtpas?si=Lyj02F1t2Tx7_9fh,Vocal,Rajan Sajan Mishra,,#REF!,,,,
Hameer,C#,Hameer_1,https://youtu.be/2l4gq0C0SPM?si=ydNewf0T9wz5ip1W,Vocal,Riyaz Daily,,#REF!,,,,
Hameer,D,Hameer_2,https://youtu.be/dTbY0FdrmLU?si=9E-PWBrVvh_z54PV,Vocal,Rashid Khan,,#REF!,,,,
Hameer,D#,Hameer_3,https://youtu.be/wPXQmdZH7Ew?si=IX6g7b-HrCXZeTvq,Vocal,Venkatesh Kumar,,#REF!,,,,
Hameer,C#,Hameer_4,https://youtu.be/7k_mH9gKBic?si=KaaR0N5bVOjJMS6p,Vocal,Fareed Hassan,,#REF!,,,,
Hameer,C#,Hameer_5,https://youtu.be/7tdkWTR0jTs?si=8mHDHTLd7GEC1zau,Vocal,Ahsan Ali Khan,,#REF!,,,,
Hameer,G#,Hameer_6,https://youtu.be/W8PnzbWG2UU?si=MONZP8yo9avpyXai,Vocal,Priya Purushothaman,,#REF!,,,,
Hameer,D,Hameer_7,https://youtu.be/NUnGBfxwE54?si=LdUP8jd4ELQpWXhH,Vocal,Arun Kashalkar,,#REF!,,,,
Hameer,D,Hameer_8,https://youtu.be/oGzz3ERRyj8?si=Pk_i9VYTiIB-MV5j,Vocal,Paramjeet Singh,,#REF!,,,,
Hameer,D#,Hameer_9,https://youtu.be/yEMFA82tMv8?si=dk9Eh3NNiRCM3ZeI,Vocal,Ulhas Kashalkar,,#REF!,,,,
Hameer,C#,Hameer_10,https://youtu.be/Q6O5KrywLVo?si=coA_Zvqv3ILioUIY,Vocal,Ajoy Chakraborti,,#REF!,,,,
Hansadhwani,D,Hansadhwani_1,,Vocal,Amir Khan,,#REF!,CompMusic DB,,,
Hansadhwani,A#,Hansadhwani_2,,Vocal,Veena Sahasrabuddhe,,#REF!,CompMusic DB,,,
Hansadhwani,A,Hansadhwani_3,,Vocal,Veena Sahasrabuddhe,,#REF!,CompMusic DB,,,
Hansadhwani,A,Hansadhwani_4,,Vocal,Veena Sahasrabuddhe,,#REF!,CompMusic DB,,,
Hansadhwani,D,Hansadhwani_5,,Vocal,Pt. Jasraj,,#REF!,CompMusic DB,,,
Hansadhwani,D#,Hansadhwani_6,,Vocal,Rajan Sajan Mishra,,#REF!,CompMusic DB,,,
Hansadhwani,D#,Hansadhwani_7,,Vocal,Rajan Sajan Mishra,,#REF!,CompMusic DB,,,
Hansadhwani,D#,Hansadhwani_8,,Vocal,Rajan Sajan Mishra,,#REF!,CompMusic DB,,,
Hansadhwani,D#,Hansadhwani_9,,Vocal,Rajan Sajan Mishra,,#REF!,CompMusic DB,,,
Hansadhwani,D#,Hansadhwani_10,,Vocal,Raghunandan Panshikar,,#REF!,CompMusic DB,,,
Hanskinki,D,Hanskinki_1,https://youtu.be/M8YD0P8vtHQ?si=Hnt4atkyCZfckdsu,Vocal,Adnan Khan,,#REF!,,,,
Hanskinki,A#,Hanskinki_2,https://youtu.be/HMi-k1wo2oc?si=SYgvAvTmzhIiNz1T,Vocal,Kishori Amonkar,,#REF!,,,,
Hanskinki,G,Hanskinki_3,https://youtu.be/Z2uGa1rKzBE?si=5_qwnlcj4DzDEAId,Vocal,Shruti Sadolikar,,#REF!,,,,
Hanskinki,D,Hanskinki_4,https://youtu.be/NoMzkUml-EA?si=eCCgYS4m655QXwX_,Vocal,Fareed Hassan,,#REF!,,,,
Hanskinki,B,Hanskinki_5,https://youtu.be/FwMxgPVAz80?si=Z4tTIhQBMyztl482,Vocal,Manali Bose,,#REF!,1001 Bandishes,,,
Hanskinki,D,Hanskinki_6,https://youtu.be/U2ZC4fvqgGE?si=WfVMJdjDMlrTHbAd,Shehnai,Bismillah Khan,,#REF!,,,,
Hanskinki,E,Hanskinki_7,https://youtu.be/g82xMt2hcTk?si=gqWJB00dMaW5w-Qo,Vocal,D V Paluskar,,#REF!,,,,
Hanskinki,C,Hanskinki_8,https://www.youtube.com/watch?v=2eWFDV00gIw,Vocal,Chandra Chakraborti,,#REF!,,,,
Hari Kauns,D#,Hari Kauns_1,https://youtu.be/eLek0SU9MUg?si=8tifU8mlcd9mqHes,Vocal,Amir Khan,,#REF!,,,,
Hari Kauns,D,Hari Kauns_2,https://youtu.be/Qqqb1gQHXQk?si=ADfczjC6mkCY175Y,Vocal,Shivkumar Shukla,,#REF!,,,,
Hari Kauns,C,Hari Kauns_3,https://youtu.be/WMCN-cd1DpE?si=cN8V4FxhsXPDCmbj,Sarod,Amjad Ali Khan,,#REF!,,,,
Hari Kauns,C#,Hari Kauns_4,https://youtu.be/WbuoINNvoQ0?si=46G_jm5FaG0hge8h,Mandolin,Nasir Ahmed,,#REF!,,,,
Hari Kauns,D#,Hari Kauns_5,https://www.youtube.com/watch?v=O1CTD93OOTc,Vocal,Aamir Sherazi,,#REF!,,,,
Hari Kauns,D,Hari Kauns_6,https://www.youtube.com/watch?v=2fTQ6C8h4xc,Vocal,"Shaunak Abhisheki, Rahul Deshpande",,#REF!,,,,
Hem Bihag,C#,Hem Bihag_1,https://www.youtube.com/watch?v=Y0nyfGmTsL4,Vocal,Abhijith Shenoy,,#REF!,,,,
Hem Bihag,D#,Hem Bihag_2,https://youtu.be/cb3Nx3L1Qck?si=ExJKX13lRfspnooY,Sarangi,Taimur Khan,,#REF!,,,,
Hem Bihag,C#,Hem Bihag_3,https://youtu.be/JnnXfprWPkg?si=iVZNPX4X6czGUvwg,Sitar,Nikhil Banerjee,,#REF!,,,,
Hem Bihag,C#,Hem Bihag_4,https://youtu.be/Vh2SFMP2U0U?si=1LyXsBYI08K7dXNE,Sarod,Abhishek Borkar,,#REF!,,,,
Hem Bihag,G#,Hem Bihag_5,https://www.youtube.com/watch?v=PWp9pIXAetw,Sarangi,Dhruba Ghosh,,#REF!,,,,
Hemant,A,Hemant_1,https://www.youtube.com/watch?v=YvGWTBZRsjE,Vocal,Poornima Kulkarni,,#REF!,,,,
Hemant,A#,Hemant_2,https://www.youtube.com/watch?v=HFXhK2RScvU,Vocal,Sawani Shende,,#REF!,,,,
Hemant,B,Hemant_3,https://www.youtube.com/watch?v=4tV4Y56wQlE,Vocal,Veena Sahasrabuddhe,,#REF!,,,,
Hemant,A#,Hemant_4,https://www.youtube.com/watch?v=fHW1-8JOFy8,Vocal,Ashwini Bhide,,#REF!,,,,
Hemant,E,Hemant_5,https://www.youtube.com/watch?v=L63G-Rme0Q0,Sarangi,Sabir Khan,,#REF!,,,,
Hemant,A#,Hemant_6,https://www.youtube.com/watch?v=RqVxvpfJ_xQ,Vocal,Sawani Shende,,#REF!,,,,
Hemant,D,Hemant_7,https://www.youtube.com/watch?v=bygJfvOBzTM,Vocal,Jitendra Abhisheki,,#REF!,,,,
Hemant,A#,Hemant_8,https://youtu.be/neWuw5NQblM?si=rNwyRW6nlgjBvfIw,Vocal,Kaushiki Chakraborti,,#REF!,,,,
Hemant,D#,Hemant_9,https://youtu.be/OsqGNDyVNPs?si=Q4eSiZmRx8gvFTNd,Vocal,Bade Ghulam Ali Khan,,#REF!,,,,
Hemant,E,Hemant_10,https://youtu.be/pN1rrC28Ga4?si=rle7vw-KGMlRveTK,Flute,Pramod Deshmukh,,#REF!,,,,
Hemshri,C#,Hemshri_1,https://youtu.be/LxhhGoAfWrE?si=SwZM8YR7N-Id3E9z,Vocal,Vishwajeet Ringe,,#REF!,,,,
Hemshri,D,Hemshri_2,https://www.youtube.com/watch?v=dJImITW7mz4,Vocal,Krishna Toley,,#REF!,,,,
Hemshri,C#,Hemshri_3,https://www.youtube.com/watch?v=LBj90_hbtAo,Vocal,Vishwajeet Ringe,,#REF!,,,,
Hindol,D,Hindol_1,https://www.youtube.com/watch?v=kcm9TmlUJhk,Vocal,Rashid Khan,,#REF!,,,,
Hindol,C#,Hindol_2,https://www.youtube.com/watch?v=nW2wh4op8NE,Vocal,Uday Bhawalkar,,#REF!,,,,
Hindol,B,Hindol_3,https://www.youtube.com/watch?v=AmpUY_YbQAc,Vocal,Veena Sahasrabuddhe,,#REF!,,,,
Hindol,A#,Hindol_4,https://www.youtube.com/watch?v=KJRLjsShqRU&list=RDQMSV6ZQV5OPqg&start_radio=1,Vocal,Kishori Amonkar,,#REF!,,,,
Hindol,G#,Hindol_5,https://www.youtube.com/watch?v=o-nhJp4m5XA&list=RDQMSV6ZQV5OPqg&index=2,Vocal,Pournima Dhumale,,#REF!,,,,
Hindol,E,Hindol_6,https://www.youtube.com/watch?v=QaWOYuNci9w&list=RDQMSV6ZQV5OPqg&index=6,Sarangi,Sabir Khan,,#REF!,,,,
Hindol,F#,Hindol_7,https://www.youtube.com/watch?v=dd_owIm8nsA&list=RDQMSV6ZQV5OPqg&index=12,Vocal,Kumar Gandharv,,#REF!,,,,
Hindol,C#,Hindol_8,https://youtu.be/pMLiKbuik9k?si=8mjoFiHLtnC1ymoo,Vocal,Pt. Jasraj,,#REF!,,,,
Hindol,D,Hindol_9,https://youtu.be/Zfagfqf9R4c?si=XeRL_1zk2QPiJVoZ,Vocal,Rashid Khan,,#REF!,,,,
Jaijaiwanti,E,Jaijaiwanti_1,https://youtu.be/jFRUQaUEuSs?si=0DGhrSc53Z96oT4R,Vocal,Venkatesh Kumar,,#REF!,,,,
Jaijaiwanti,E,Jaijaiwanti_2,https://youtu.be/LFL2QU19_Hg?si=t1w4un-LbVaYxTT6,Flute,Hariprasad Chaurasia,,#REF!,,,,
Jaijaiwanti,C,Jaijaiwanti_3,https://youtu.be/Ii3ZKKV5FEw?si=fuFC589jUI8hkePr,Multiple,Anirudh Verma Collective,,#REF!,,,,
Jaijaiwanti,A,Jaijaiwanti_4,https://youtu.be/kAzxck6ijxg?si=OX4VJ4cf-tMhp9Zf,Vocal,Prabha Atre,,#REF!,,,,
Jaijaiwanti,A#,Jaijaiwanti_5,https://youtu.be/MzEr0Z3a5UE?si=UgQxysrkG-UmU8kF,Vocal,Ashwini Bhide,,#REF!,,,,
Jaijaiwanti,A#,Jaijaiwanti_6,https://youtu.be/X-O-aKH_vNQ?si=2w2jqTCrfZQrkVIi,Vocal,Kaushiki Chakraborti,,#REF!,,,,
Jaijaiwanti,D,Jaijaiwanti_7,https://youtu.be/s0mqOz3F6qQ?si=ohhzsVt2k7mU9q9N,Sitar,Shahid Parvez,,#REF!,,,,
Jaijaiwanti,C,Jaijaiwanti_8,https://youtu.be/JXCU8PInAYA?si=7j9GW3a0GiQM7TKc,Vocal,Pt. Jasraj,,#REF!,,,,
Jaijaiwanti,D#,Jaijaiwanti_9,https://youtu.be/HIgqgVocOrQ?si=72wfp44GK04le573,Vocal,D V Paluskar,,#REF!,,,,
Jaijaiwanti,D,Jaijaiwanti_10,https://youtu.be/1JlKvzPVFJY?si=QnMJiteQIcxlS0pl,Vocal,Ajoy Chakraborti,,#REF!,,,,
Jaldhar Kedar,D,Jaldhar Kedar_1,https://www.youtube.com/watch?v=p1WHScB-Bx8,Vocal,Sharad Sathe,,#REF!,,,,
Jaldhar Kedar,G#,Jaldhar Kedar_2,https://www.youtube.com/watch?v=9WZX8lSyGSw,Vocal,Sudhree Jyostsana Keshav Bhole,,#REF!,,,,
Jaldhar Kedar,G#,Jaldhar Kedar_3,https://youtu.be/C2vMvlJlYDg?si=K8c4O5fW-sTEnVyw,Vocal,Samaresh Chowdhury,,#REF!,,,,
Jaldhar Basanti,E,Jaldhar Basanti_1,https://www.youtube.com/watch?v=VF3SYl0udts,Vocal,Bhuvanesh Komkali,,#REF!,,,,
Jaldhar Kedar,C#,Jaldhar Kedar_4,https://www.youtube.com/watch?v=BkXDu8L0d9M,Vocal,K. G. Ginde,,#REF!,,,,
Jaldhar Kedar,C#,Jaldhar Kedar_5,https://www.youtube.com/watch?v=yV1dYi3HoGY,Vocal,Umesh Munavalli,,#REF!,,,,
Jaldhar Kedar,D,Jaldhar Kedar_6,https://youtu.be/heqmHue-6Vk?si=5AcubSU9z9l9cAch,Vocal,Kumar Prasad Mukherjee,,#REF!,,,,
Jaldhar Kedar,E,Jaldhar Kedar_7,https://youtu.be/ovP2jobtPv4?si=dEOmmSNObOTAdJrv,Vocal,Ram Marathe,,#REF!,,,,
Jaunpuri,D#,Jaunpuri_1,https://youtu.be/hR2W1VKIJOE?si=RYvhXN69li1n4BQD,Vocal,Venkatesh Kumar,,#REF!,,,,
Jaunpuri,A#,Jaunpuri_2,https://www.youtube.com/watch?v=BxNYA-2uNVc&list=RDQM848WvTr7J8M&start_radio=1,Vocal,Ashwini Bhide,,#REF!,,,,
Jaunpuri,C#,Jaunpuri_3,https://youtu.be/qe7pEBUhnq8?si=6GSTPZ_a84Wt1sip,Vocal,Sanjeev Abhyankar,,#REF!,,,,
Jaunpuri,A#,Jaunpuri_4,https://youtu.be/E9YvtB1-YNw?si=JjT7Dw1wOBsvzRQk,Vocal,Kishori Amonkar,,#REF!,,,,
Jaunpuri,D,Jaunpuri_5,https://youtu.be/B8aqvMLfJyk?si=6j9MAjUgC7bBfmmW,Vocal,Bhimsen Joshi,,#REF!,,,,
Jaunpuri,D#,Jaunpuri_6,https://youtu.be/JGKiEbGqdkY?si=yIEVsf5FMHGeDMVh,Vocal,Rajan Sajan mishra,,#REF!,,,,
Jaunpuri,D,Jaunpuri_7,https://youtu.be/Prv2-80sJ1I?si=OC69vd06MqXhPD1r,Shehnai,Bismillah Khan,,#REF!,,,,
Jaunpuri,G#,Jaunpuri_8,https://youtu.be/A9xzW0SP4hs?si=i1VLR00zr56HbBQ0,Vocal,Apoorva Gokhale,,#REF!,,,,
Jaunpuri,E,Jaunpuri_9,https://youtu.be/wYnXdKHyxHM?si=iepgAT7x3_Gdeew1,Vocal,Mallikarjun Mansur,,#REF!,,,,
Jayat,F#,Jayat_1,https://youtu.be/D_NgPkRt89c?si=0nhVmMJ8H-8lGyAn,Vocal,Ram Marathe,,#REF!,,,,
Jayat,E,Jayat_2,https://youtu.be/D0kCJWegcMg?si=Vck_hQvBYKqozIQ2,Vocal,Mallikarjun Mansur,,#REF!,,,,
Jayat,D#,Jayat_3,https://youtu.be/BZKo4o3hBB4?si=9q77-y1r-Cq8QK21,Flute,Bhaskar Das,,#REF!,,,,
Jayat,F#,Jayat_4,https://youtu.be/cjF0VxYXv1Q?si=osY_1zDbC5rwL0DY,Vocal,Sharad Gokhale,,#REF!,,,,
Jayat,E,Jayat_5,https://youtu.be/QSDGCtchpfQ?si=ca2SxxxvjgDmCk93,Flute,Hariprasad Chaurasia,,#REF!,,,,
Jayat,A,Jayat_6,https://youtu.be/2_xtgEsQVyo?si=eCtrOyDnJuRyaBiu,Vocal,Vijaya Jadhav Gatlewal,,#REF!,,,,
Jayat,C#,Jayat_7,https://youtu.be/orj543WjUC0?si=iqjUl_TGS-gh4uHK,Vocal,Salamat Ali Khan,,#REF!,,,,
Jhinjoti,D#,Jhinjoti_1,https://youtu.be/gPfg701K_CU?si=QAETZqFOBR9AylVC,Vocal,Rashid Khan,,#REF!,,,,
Jhinjoti,D#,Jhinjoti_2,https://youtu.be/T0mXtyi1Gsg?si=IMLPLEqfA8va4Hyg,Vocal,Rajan Sajan Mishra,,#REF!,,,,
Jhinjoti,A#,Jhinjoti_3,https://youtu.be/BxnmSAD81Sc?si=mzWysLl-Rb6H68fp,Vocal,Ashwini Bhide,,#REF!,,,,
Jhinjoti,D#,Jhinjoti_4,https://youtu.be/racYrXYRJQc?si=YqSTUkBCrLoMUydq,Vocal,Bhimsen Joshi,,#REF!,,,,
Jhinjoti,A,Jhinjoti_5,https://youtu.be/ufUCBbMrk1g?si=ejTWGolnofc78OGJ,Vocal,Shashwati Mandal,,#REF!,,,,
Jhinjoti,D#,Jhinjoti_6,https://youtu.be/Es3sea4IRes?si=NCZyAaW8LPiEZzqh,Vocal,Harish Tiwari,,#REF!,,,,
Jhinjoti,E,Jhinjoti_7,https://youtu.be/TvVtcfXZgWY?si=-DJQItQtr0FMIrxo,Vocal,Mallikarjun Mansur,,#REF!,,,,
Jhinjoti,B,Jhinjoti_8,https://youtu.be/NQVNe4pUWs0?si=VKoxjUyh4kk2QL_l,Vocal,Manali Bose,,#REF!,1001 Bandishes,,,
Jhinjoti,E,Jhinjoti_9,https://www.youtube.com/watch?v=ZyV2pyRg8S8,Vocal,Madan Mohan,,#REF!,,,,
Jhinjoti,E,Jhinjoti_10,https://www.youtube.com/watch?v=dA8y4dQuq3c,Vocal,Mohammad Rafi,,#REF!,,,,
Jog,,Jog_1,,Vocal,Amir Khan,,#REF!,CompMusic DB,,,
Jog,C,Jog_2,,Vocal,Pt. Jasraj,,#REF!,CompMusic DB,,,
Jog,C,Jog_3,,Vocal,Pt. Jasraj,,#REF!,CompMusic DB,,,
Jog,C,Jog_4,,Vocal,Pt. Jasraj,,#REF!,CompMusic DB,,,
Jog,D,Jog_5,,Vocal,Brajeshwar Mukherjee,,#REF!,CompMusic DB,,,
Jog,D#,Jog_6,,Vocal,Shrinivas Joshi,,#REF!,CompMusic DB,,,
Jog,D,Jog_7,,Vocal,Kaustav Kanti Ganguly,,#REF!,CompMusic DB,,,
Jog,D,Jog_8,,Vocal,Ajoy Chakraborti,,#REF!,CompMusic DB,,,
Jog,D,Jog_9,,Vocal,Madhup Mudgal,,#REF!,CompMusic DB,,,
Jog,G#,Jog_10,,Vocal,Girija Devi,,#REF!,CompMusic DB,,,
Jogkauns,D#,Jogkauns_1,https://youtu.be/Zm45sk5Ef18?si=agtrBPayagg9ogfO,Vocal,Jitendra Abhisheki,,#REF!,,,,
Jogkauns,D#,Jogkauns_2,https://youtu.be/OImw3pgLgYI?si=UWfDyQzyc3LtCrmw,Vocal,Venkatesh Kumar,,#REF!,,,,
Jogkauns,G#,Jogkauns_3,https://youtu.be/45T5nM3dBoA?si=odYK0dy9q27lYj5w,Vocal,Ulhas Kashalkar,,#REF!,,,,
Jogkauns,D,Jogkauns_4,https://youtu.be/TTKY92oj2uw?si=OIHfu68g1w40TDDd,Vocal,Rashid Khan,,#REF!,,,,
Jogkauns,D#,Jogkauns_5,https://youtu.be/xPf3BAdVcXU?si=PTfB3wxrv3jtnd6L,Vocal,Nagesh Adagaonkar,,#REF!,,,,
Jogkauns,A,Jogkauns_6,https://youtu.be/jNj-n3QvVPs?si=uuV5n9V2UWmanhwq,Vocal,Prabha Atre,,#REF!,,,,
Jogkauns,B,Jogkauns_7,https://youtu.be/6_Q983uTU_8?si=WnrBJjbLiAxAQxp3,Vocal,Manali Bose,,#REF!,1001 Bandishes,,,
Jogkauns,D#,Jogkauns_8,https://youtu.be/oa2czuykJCE?si=9Wj2IT-f4Gi3TOP1,Vocal,Kashyap Bandhu,,#REF!,,,,
Jogkauns,G#,Jogkauns_9,https://youtu.be/6UyMyr7YRKQ?si=IzNugk3BdvoSMKRK,Vocal,"Apoorva Gokhale, Pallavi Joshi",,#REF!,,,,
Jogkauns,D,Jogkauns_10,https://youtu.be/4a9WMtbsCFs?si=AHihUGk04zPI8fxH,Vocal,Ajay Pohankar,,#REF!,,,,
Kafi,D#,Kafi_1,https://youtu.be/DFqqyzKUmjs?si=Ka2XujnjSjNwW1yS,Vocal,Venkatesh Kumar,,#REF!,,,,
Kafi,C#,Kafi_2,https://youtu.be/mtY7ByTh0es?si=GplgkILSDsgD4zLp,Sarod,Pratik Shrivastava,,#REF!,,,,
Kafi,D,Kafi_3,https://youtu.be/zDh0kHAVBcQ?si=WGvL_kdsmiFvj6sb,Violin,Kala Ramnath,,#REF!,,,,
Kafi,E,Kafi_4,https://youtu.be/2g11f-P5sHA?si=qTT6jJEhODxhLV3E,Flute,Hariprasad Chaurasia,,#REF!,,,,
Kafi,D,Kafi_5,https://youtu.be/PdBnw8lfK8A?si=ur3ZPpZRg6dllpYT,Sitar,Shahid Parvez,,#REF!,,,,
Kafi,A#,Kafi_6,https://youtu.be/FdWEI-RvScU?si=cM-ktoowy0ch6BaW,Vocal,Manali Bose,,#REF!,1001 Bandishes,,,
Kafi,C#,Kafi_7,https://youtu.be/ncL5lc-pszQ?si=RdqC_YBZ4__vmbPc,Vocal,Pt. Jasraj,,#REF!,,,,
Kafi,C#,Kafi_8,https://youtu.be/ZNxorE2hZn0?si=Xfr5iSTT2bhfgUSm,Vocal,Ajoy Chakraborti,,#REF!,,,,
Kafi,E,Kafi_9,https://youtu.be/cYtARn9x0NI?si=lC8O_hEmHy0QWe3t,Vocal,Bhimsen Joshi,,#REF!,,,,
Kafi,D#,Kafi_10,https://youtu.be/5WKd7zXf1wg?si=tHUz3B9n4Mj0aOwM,Vocal,Ulhas Kashalkar,,#REF!,,,,
Kamod,D#,Kamod_1,https://youtu.be/LsXkq3Bc16E?si=RhMUuztcYOYVBtBW,Vocal,Rajan Sajan Mishra,,#REF!,,,,
Kamod,D,Kamod_2,https://youtu.be/feWqgGAQ2Hs?si=zRBHRMTP3-T4EZDk,Vocal,Ajoy Chakraborti,,#REF!,,,,
Kamod,D,Kamod_3,https://youtu.be/u1-Y4lWOBtY?si=A-7v-59u4jIdTAA5,Vocal,Bade Ghulam Ali Khan,,#REF!,,,,
Kamod,E,Kamod_4,https://youtu.be/4HBG8pMvwcw?si=WHu_7l66UQP8kYM_,Vocal,Aditya Modak,,#REF!,,,,
