Raga,Tonic,Filename,Link,Instrument,Gender,Artist,Channel,Bandish,Start time,End time,Notes
Gorakh Kalyan,A#,Gorakh Kalyan_4,https://youtu.be/ZE8eoA8Z7Sc?si=Je4jdsST5LoLWQTz,Vocal,F,Sawani Shende,,,,,
Gorakh Kalyan,C#,Gorakh Kalyan_5,https://youtu.be/_g0KzKlu_mE?si=Rk_C0ccbpEIZRcd9,Sitar,M,Purbayan Chatterjee,,,,,
Gorakh Kalyan,D#,Gorakh Kalyan_6,https://youtu.be/cm-sFotvxJA?si=9I_E33NVctJpQxka,Vocal,M,Venkatesh Kumar,,,,,
Gorakh Kalyan,E,Gorakh Kalyan_7,https://youtu.be/bo4wSpAa1iY?si=kk1-ctkr1cW---r-,Violin,M,Praveen Sheolikar,,,,,
Gorakh Kalyan,B,Gorakh Kalyan_8,https://youtu.be/vyUIYk8Rwj4?si=Nv-CmbC7fMZ_DHYi,Vocal,F,Manali Bose,1001 Bandishes,,,,
Gorakh Kalyan,A#,Gorakh Kalyan_9,https://youtu.be/qUDGh5g2qko?si=-9GV9bSTkFGKLPtt,Vocal,F,Veena Sahasrabuddhe,,,,,
Gunakri,A,Gunakri_1,https://youtu.be/jE-VBSOvmDE?si=-PLQoff3WVIoeAGV,Vocal,F,Tapasi Ghosh,,,,,
Gunakri,A,Gunakri_2,https://youtu.be/LXLyEPU77CM?si=W0nvz_6BsqJTHBwY,Vocal,F,Alka Maulkar,,,,,
Gunakri,C#,Gunakri_3,https://youtu.be/_hmFArybf28?si=h0Y6Y_-DlN_8XmZD,Vocal,M,Atul Nene,,,,,
Gunakri,A,Gunakri_4,https://youtu.be/S5VRlnJzdEI?si=euEUT61kutRZdMv4,Vocal,F,Alka Maulkar,,,,,
Gunakri,D,Gunakri_5,https://youtu.be/UCd62tLKkWc?si=GtmDR3e92s6UkHLv,Vocal,M,Rajendra Kandalgaonkar,,,,,
Gunakri,A,Gunakri_6,https://youtu.be/DlL1rmoDSI8?si=XUBdx8Ki3YItfFgB,Vocal,F,Ashwini Gokhale,,,,,
Gunakri,A,Gunakri_7,https://youtu.be/PrrOhka-qHc?si=jpKMtNR2obpfyWPZ,Vocal,F,Suhasini Koratkar,,,,,
Gunakri,B,Gunakri_8,https://youtu.be/5WPJ3WxBRds?si=unXxJ8qaGAx5M0sV,Vocal,M,Jnan Prakash Ghosh,,,,,
Gunakri,C#,Gunakri_9,https://youtu.be/wS_iCHZTsc4?si=HMRvPU-QEOPtCrY7,Vocal,M,Ajoy Chakraborti,,,,,Playlist
Gunakri,C#,Gunakri_10,https://youtu.be/ka0DZJSb5Dw?si=V8b2Yo6MGQQqtiO0,Vocal,M,Bade Ghulam Ali Khan,,,,,
Gurjari Todi,C#,Gurjari Todi_1,https://youtu.be/4tIxcWz8ofY?si=jzsFXM375-DVv0V2,Vocal,M,Pt. Jasraj,,,,,
Gurjari Todi,C#,Gurjari Todi_2,https://youtu.be/-zIm1sK1m7w?si=PKHg4Sxkk0Qu_hbr,Vocal,M,Bhimsen Joshi,,,,,
Gurjari Todi,A#,Gurjari Todi_3,https://youtu.be/9a4ydru4K88?si=1YDSKD1zcrJE-aFr,Vocal,F,Parveen Sultana,,,,,
Gurjari Todi,A#,Gurjari Todi_4,https://youtu.be/2yUiHcp01cQ?si=yy5pUEd9SJ2mHEYE,Vocal,F,Kishori Amonkar,,,,,
Gurjari Todi,A#,Gurjari Todi_5,https://youtu.be/BL8FDnJMkjo?si=Q7xYR7tqILFb9BNi,Vocal,F,Manali Bose,1001 Bandishes,,,,
Gurjari Todi,D#,Gurjari Todi_6,https://youtu.be/ZXrkENWHbT8?si=6rRCTtK8S2yiblxG,Vocal,M,Rajan Sajan Mishra,,,,,
Gurjari Todi,C#,Gurjari Todi_7,https://youtu.be/uSsgvmvijUM?si=gbI_7gzrEFgo5bha,Vocal,M,Fateh Ali Khan,,,,,
Gurjari Todi,D,Gurjari Todi_8,https://youtu.be/X5GXomDTrBg?si=GdZN0FJnEKbmcj7l,Shehnai,M,Bismillah Khan,,,,,
Gurjari Todi,D#,Gurjari Todi_9,https://youtu.be/PdWenqMtpas?si=Lyj02F1t2Tx7_9fh,Vocal,M,Rajan Sajan Mishra,,,,,
Hameer,C#,Hameer_1,https://youtu.be/2l4gq0C0SPM?si=ydNewf0T9wz5ip1W,Vocal,M,Riyaz Daily,,,,,
Hameer,D,Hameer_2,https://youtu.be/dTbY0FdrmLU?si=9E-PWBrVvh_z54PV,Vocal,M,Rashid Khan,,,,,
Hameer,D#,Hameer_3,https://youtu.be/wPXQmdZH7Ew?si=IX6g7b-HrCXZeTvq,Vocal,M,Venkatesh Kumar,,,,,
Hameer,C#,Hameer_4,https://youtu.be/7k_mH9gKBic?si=KaaR0N5bVOjJMS6p,Vocal,M,Fareed Hassan,,,,,
Hameer,C#,Hameer_5,https://youtu.be/7tdkWTR0jTs?si=8mHDHTLd7GEC1zau,Vocal,M,Ahsan Ali Khan,,,,,
Hameer,G#,Hameer_6,https://youtu.be/W8PnzbWG2UU?si=MONZP8yo9avpyXai,Vocal,F,Priya Purushothaman,,,,,
Hameer,D,Hameer_7,https://youtu.be/NUnGBfxwE54?si=LdUP8jd4ELQpWXhH,Vocal,M,Arun Kashalkar,,,,,
Hameer,D,Hameer_8,https://youtu.be/oGzz3ERRyj8?si=Pk_i9VYTiIB-MV5j,Vocal,M,Paramjeet Singh,,,,,
Hameer,D#,Hameer_9,https://youtu.be/yEMFA82tMv8?si=dk9Eh3NNiRCM3ZeI,Vocal,M,Ulhas Kashalkar,,,,,
Hameer,C#,Hameer_10,https://youtu.be/Q6O5KrywLVo?si=coA_Zvqv3ILioUIY,Vocal,M,Ajoy Chakraborti,,,,,
Hansadhwani,D,Hansadhwani_1,,Vocal,M,Amir Khan,CompMusic DB,,,,
Hansadhwani,A#,Hansadhwani_2,,Vocal,F,Veena Sahasrabuddhe,CompMusic DB,,,,
Hansadhwani,A,Hansadhwani_3,,Vocal,F,Veena Sahasrabuddhe,CompMusic DB,,,,
Hansadhwani,A,Hansadhwani_4,,Vocal,F,Veena Sahasrabuddhe,CompMusic DB,,,,
Hansadhwani,D,Hansadhwani_5,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Hansadhwani,D#,Hansadhwani_6,,Vocal,M,Rajan Sajan Mishra,CompMusic DB,,,,
Hansadhwani,D#,Hansadhwani_7,,Vocal,M,Rajan Sajan Mishra,CompMusic DB,,,,
Hansadhwani,D#,Hansadhwani_8,,Vocal,M,Rajan Sajan Mishra,CompMusic DB,,,,
Hansadhwani,D#,Hansadhwani_9,,Vocal,M,Rajan Sajan Mishra,CompMusic DB,,,,
Hansadhwani,D#,Hansadhwani_10,,Vocal,M,Raghunandan Panshikar,CompMusic DB,,,,
Hanskinki,D,Hanskinki_1,https://youtu.be/M8YD0P8vtHQ?si=Hnt4atkyCZfckdsu,Vocal,M,Adnan Khan,,,,,
Hanskinki,A#,Hanskinki_2,https://youtu.be/HMi-k1wo2oc?si=SYgvAvTmzhIiNz1T,Vocal,F,Kishori Amonkar,,,,,
Hanskinki,G,Hanskinki_3,https://youtu.be/Z2uGa1rKzBE?si=5_qwnlcj4DzDEAId,Vocal,F,Shruti Sadolikar,,,,,
Hanskinki,D,Hanskinki_4,https://youtu.be/NoMzkUml-EA?si=eCCgYS4m655QXwX_,Vocal,M,Fareed Hassan,,,,,
Hanskinki,B,Hanskinki_5,https://youtu.be/FwMxgPVAz80?si=Z4tTIhQBMyztl482,Vocal,F,Manali Bose,1001 Bandishes,,,,
Hanskinki,D,Hanskinki_6,https://youtu.be/U2ZC4fvqgGE?si=WfVMJdjDMlrTHbAd,Shehnai,M,Bismillah Khan,,,,,
Hanskinki,E,Hanskinki_7,https://youtu.be/g82xMt2hcTk?si=gqWJB00dMaW5w-Qo,Vocal,M,D V Paluskar,,,,,
Hanskinki,C,Hanskinki_8,https://www.youtube.com/watch?v=2eWFDV00gIw,Vocal,F,Chandra Chakraborti,,,,,
Hari Kauns,D#,Hari Kauns_1,https://youtu.be/eLek0SU9MUg?si=8tifU8mlcd9mqHes,Vocal,M,Amir Khan,,,,,
Hari Kauns,D,Hari Kauns_2,https://youtu.be/Qqqb1gQHXQk?si=ADfczjC6mkCY175Y,Vocal,M,Shivkumar Shukla,,,,,
Hari Kauns,C,Hari Kauns_3,https://youtu.be/WMCN-cd1DpE?si=cN8V4FxhsXPDCmbj,Sarod,M,Amjad Ali Khan,,,,,
Hari Kauns,C#,Hari Kauns_4,https://youtu.be/WbuoINNvoQ0?si=46G_jm5FaG0hge8h,Mandolin,M,Nasir Ahmed,,,,,
Hari Kauns,D#,Hari Kauns_5,https://www.youtube.com/watch?v=O1CTD93OOTc,Vocal,M,Aamir Sherazi,,,,,
Hari Kauns,D,Hari Kauns_6,https://www.youtube.com/watch?v=2fTQ6C8h4xc,Vocal,M,"Shaunak Abhisheki, Rahul Deshpande",,,,,
Hem Bihag,C#,Hem Bihag_1,https://www.youtube.com/watch?v=Y0nyfGmTsL4,Vocal,M,Abhijith Shenoy,,,,,
Hem Bihag,D#,Hem Bihag_2,https://youtu.be/cb3Nx3L1Qck?si=ExJKX13lRfspnooY,Sarangi,M,Taimur Khan,,,,,
Hem Bihag,C#,Hem Bihag_3,https://youtu.be/JnnXfprWPkg?si=iVZNPX4X6czGUvwg,Sitar,M,Nikhil Banerjee,,,,,
Hem Bihag,C#,Hem Bihag_4,https://youtu.be/Vh2SFMP2U0U?si=1LyXsBYI08K7dXNE,Sarod,M,Abhishek Borkar,,,,,
Hem Bihag,G#,Hem Bihag_5,https://www.youtube.com/watch?v=PWp9pIXAetw,Sarangi,M,Dhruba Ghosh,,,,,
Hemant,A,Hemant_1,https://www.youtube.com/watch?v=YvGWTBZRsjE,Vocal,F,Poornima Kulkarni,,,,,
Hemant,A#,Hemant_2,https://www.youtube.com/watch?v=HFXhK2RScvU,Vocal,F,Sawani Shende,,,,,
Hemant,B,Hemant_3,https://www.youtube.com/watch?v=4tV4Y56wQlE,Vocal,F,Veena Sahasrabuddhe,,,,,
Hemant,A#,Hemant_4,https://www.youtube.com/watch?v=fHW1-8JOFy8,Vocal,F,Ashwini Bhide,,,,,
Hemant,E,Hemant_5,https://www.youtube.com/watch?v=L63G-Rme0Q0,Sarangi,M,Sabir Khan,,,,,
Hemant,A#,Hemant_6,https://www.youtube.com/watch?v=RqVxvpfJ_xQ,Vocal,F,Sawani Shende,,,,,
Hemant,D,Hemant_7,https://www.youtube.com/watch?v=bygJfvOBzTM,Vocal,M,Jitendra Abhisheki,,,,,
Hemant,A#,Hemant_8,https://youtu.be/neWuw5NQblM?si=rNwyRW6nlgjBvfIw,Vocal,F,Kaushiki Chakraborti,,,,,
Hemant,D#,Hemant_9,https://youtu.be/OsqGNDyVNPs?si=Q4eSiZmRx8gvFTNd,Vocal,M,Bade Ghulam Ali Khan,,,,,
Hemant,E,Hemant_10,https://youtu.be/pN1rrC28Ga4?si=rle7vw-KGMlRveTK,Flute,M,Pramod Deshmukh,,,,,
Hemshri,C#,Hemshri_1,https://youtu.be/LxhhGoAfWrE?si=SwZM8YR7N-Id3E9z,Vocal,M,Vishwajeet Ringe,,,,,
Hemshri,D,Hemshri_2,https://www.youtube.com/watch?v=dJImITW7mz4,Vocal,M,Krishna Toley,,,,,
Hemshri,C#,Hemshri_3,https://www.youtube.com/watch?v=LBj90_hbtAo,Vocal,M,Vishwajeet Ringe,,,,,
Hindol,D,Hindol_1,https://www.youtube.com/watch?v=kcm9TmlUJhk,Vocal,M,Rashid Khan,,,,,
Hindol,C#,Hindol_2,https://www.youtube.com/watch?v=nW2wh4op8NE,Vocal,M,Uday Bhawalkar,,,,,
Hindol,B,Hindol_3,https://www.youtube.com/watch?v=AmpUY_YbQAc,Vocal,F,Veena Sahasrabuddhe,,,,,
Hindol,A#,Hindol_4,https://www.youtube.com/watch?v=KJRLjsShqRU&list=RDQMSV6ZQV5OPqg&start_radio=1,Vocal,F,Kishori Amonkar,,,,,
Hindol,G#,Hindol_5,https://www.youtube.com/watch?v=o-nhJp4m5XA&list=RDQMSV6ZQV5OPqg&index=2,Vocal,F,Pournima Dhumale,,,,,
Hindol,E,Hindol_6,https://www.youtube.com/watch?v=QaWOYuNci9w&list=RDQMSV6ZQV5OPqg&index=6,Sarangi,M,Sabir Khan,,,,,
Hindol,F#,Hindol_7,https://www.youtube.com/watch?v=dd_owIm8nsA&list=RDQMSV6ZQV5OPqg&index=12,Vocal,M,Kumar Gandharv,,,,,
Hindol,C#,Hindol_8,https://youtu.be/pMLiKbuik9k?si=8mjoFiHLtnC1ymoo,Vocal,M,Pt. Jasraj,,,,,
Hindol,D,Hindol_9,https://youtu.be/Zfagfqf9R4c?si=XeRL_1zk2QPiJVoZ,Vocal,M,Rashid Khan,,,,,
Jaijaiwanti,E,Jaijaiwanti_1,https://youtu.be/jFRUQaUEuSs?si=0DGhrSc53Z96oT4R,Vocal,M,Venkatesh Kumar,,,,,
Jaijaiwanti,E,Jaijaiwanti_2,https://youtu.be/LFL2QU19_Hg?si=t1w4un-LbVaYxTT6,Flute,M,Hariprasad Chaurasia,,,,,
Jaijaiwanti,C,Jaijaiwanti_3,https://youtu.be/Ii3ZKKV5FEw?si=fuFC589jUI8hkePr,Multiple,M,Anirudh Verma Collective,,,,,
Jaijaiwanti,A,Jaijaiwanti_4,https://youtu.be/kAzxck6ijxg?si=OX4VJ4cf-tMhp9Zf,Vocal,F,Prabha Atre,,,,,
Jaijaiwanti,A#,Jaijaiwanti_5,https://youtu.be/MzEr0Z3a5UE?si=UgQxysrkG-UmU8kF,Vocal,F,Ashwini Bhide,,,,,
Jaijaiwanti,A#,Jaijaiwanti_6,https://youtu.be/X-O-aKH_vNQ?si=2w2jqTCrfZQrkVIi,Vocal,F,Kaushiki Chakraborti,,,,,
Jaijaiwanti,D,Jaijaiwanti_7,https://youtu.be/s0mqOz3F6qQ?si=ohhzsVt2k7mU9q9N,Sitar,M,Shahid Parvez,,,,,
Jaijaiwanti,C,Jaijaiwanti_8,https://youtu.be/JXCU8PInAYA?si=7j9GW3a0GiQM7TKc,Vocal,M,Pt. Jasraj,,,,,
Jaijaiwanti,D#,Jaijaiwanti_9,https://youtu.be/HIgqgVocOrQ?si=72wfp44GK04le573,Vocal,M,D V Paluskar,,,,,
Jaijaiwanti,D,Jaijaiwanti_10,https://youtu.be/1JlKvzPVFJY?si=QnMJiteQIcxlS0pl,Vocal,M,Ajoy Chakraborti,,,,,
Jaldhar Kedar,D,Jaldhar Kedar_1,https://www.youtube.com/watch?v=p1WHScB-Bx8,Vocal,M,Sharad Sathe,,,,,
Jaldhar Kedar,G#,Jaldhar Kedar_2,https://www.youtube.com/watch?v=9WZX8lSyGSw,Vocal,F,Sudhree Jyostsana Keshav Bhole,,,,,
Jaldhar Kedar,G#,Jaldhar Kedar_3,https://youtu.be/C2vMvlJlYDg?si=K8c4O5fW-sTEnVyw,Vocal,M,Samaresh Chowdhury,,,,,
Jaldhar Basanti,E,Jaldhar Basanti_1,https://www.youtube.com/watch?v=VF3SYl0udts,Vocal,M,Bhuvanesh Komkali,,,,,
Jaldhar Kedar,C#,Jaldhar Kedar_4,https://www.youtube.com/watch?v=BkXDu8L0d9M,Vocal,M,K. G. Ginde,,,,,
Jaldhar Kedar,C#,Jaldhar Kedar_5,https://www.youtube.com/watch?v=yV1dYi3HoGY,Vocal,M,Umesh Munavalli,,,,,
Jaldhar Kedar,D,Jaldhar Kedar_6,https://youtu.be/heqmHue-6Vk?si=5AcubSU9z9l9cAch,Vocal,M,Kumar Prasad Mukherjee,,,,,
Jaldhar Kedar,E,Jaldhar Kedar_7,https://youtu.be/ovP2jobtPv4?si=dEOmmSNObOTAdJrv,Vocal,M,Ram Marathe,,,,,
Jaunpuri,D#,Jaunpuri_1,https://youtu.be/hR2W1VKIJOE?si=RYvhXN69li1n4BQD,Vocal,M,Venkatesh Kumar,,,,,
Jaunpuri,A#,Jaunpuri_2,https://www.youtube.com/watch?v=BxNYA-2uNVc&list=RDQM848WvTr7J8M&start_radio=1,Vocal,F,Ashwini Bhide,,,,,
Jaunpuri,C#,Jaunpuri_3,https://youtu.be/qe7pEBUhnq8?si=6GSTPZ_a84Wt1sip,Vocal,M,Sanjeev Abhyankar,,,,,
Jaunpuri,A#,Jaunpuri_4,https://youtu.be/E9YvtB1-YNw?si=JjT7Dw1wOBsvzRQk,Vocal,F,Kishori Amonkar,,,,,
Jaunpuri,D,Jaunpuri_5,https://youtu.be/B8aqvMLfJyk?si=6j9MAjUgC7bBfmmW,Vocal,M,Bhimsen Joshi,,,,,
Jaunpuri,D#,Jaunpuri_6,https://youtu.be/JGKiEbGqdkY?si=yIEVsf5FMHGeDMVh,Vocal,M,Rajan Sajan mishra,,,,,
Jaunpuri,D,Jaunpuri_7,https://youtu.be/Prv2-80sJ1I?si=OC69vd06MqXhPD1r,Shehnai,M,Bismillah Khan,,,,,
Jaunpuri,G#,Jaunpuri_8,https://youtu.be/A9xzW0SP4hs?si=i1VLR00zr56HbBQ0,Vocal,F,Apoorva Gokhale,,,,,
Jaunpuri,E,Jaunpuri_9,https://youtu.be/wYnXdKHyxHM?si=iepgAT7x3_Gdeew1,Vocal,M,Mallikarjun Mansur,,,,,
Jayat,F#,Jayat_1,https://youtu.be/D_NgPkRt89c?si=0nhVmMJ8H-8lGyAn,Vocal,M,Ram Marathe,,,,,
Jayat,E,Jayat_2,https://youtu.be/D0kCJWegcMg?si=Vck_hQvBYKqozIQ2,Vocal,M,Mallikarjun Mansur,,,,,
Jayat,D#,Jayat_3,https://youtu.be/BZKo4o3hBB4?si=9q77-y1r-Cq8QK21,Flute,M,Bhaskar Das,,,,,
Jayat,F#,Jayat_4,https://youtu.be/cjF0VxYXv1Q?si=osY_1zDbC5rwL0DY,Vocal,M,Sharad Gokhale,,,,,
Jayat,E,Jayat_5,https://youtu.be/QSDGCtchpfQ?si=ca2SxxxvjgDmCk93,Flute,M,Hariprasad Chaurasia,,,,,
Jayat,A,Jayat_6,https://youtu.be/2_xtgEsQVyo?si=eCtrOyDnJuRyaBiu,Vocal,F,Vijaya Jadhav Gatlewal,,,,,
Jayat,C#,Jayat_7,https://youtu.be/orj543WjUC0?si=iqjUl_TGS-gh4uHK,Vocal,M,Salamat Ali Khan,,,,,
Jhinjoti,D#,Jhinjoti_1,https://youtu.be/gPfg701K_CU?si=QAETZqFOBR9AylVC,Vocal,M,Rashid Khan,,,,,
Jhinjoti,D#,Jhinjoti_2,https://youtu.be/T0mXtyi1Gsg?si=IMLPLEqfA8va4Hyg,Vocal,M,Rajan Sajan Mishra,,,,,
Jhinjoti,A#,Jhinjoti_3,https://youtu.be/BxnmSAD81Sc?si=mzWysLl-Rb6H68fp,Vocal,F,Ashwini Bhide,,,,,
Jhinjoti,D#,Jhinjoti_4,https://youtu.be/racYrXYRJQc?si=YqSTUkBCrLoMUydq,Vocal,M,Bhimsen Joshi,,,,,
Jhinjoti,A,Jhinjoti_5,https://youtu.be/ufUCBbMrk1g?si=ejTWGolnofc78OGJ,Vocal,F,Shashwati Mandal,,,,,
Jhinjoti,D#,Jhinjoti_6,https://youtu.be/Es3sea4IRes?si=NCZyAaW8LPiEZzqh,Vocal,M,Harish Tiwari,,,,,
Jhinjoti,E,Jhinjoti_7,https://youtu.be/TvVtcfXZgWY?si=-DJQItQtr0FMIrxo,Vocal,M,Mallikarjun Mansur,,,,,
Jhinjoti,B,Jhinjoti_8,https://youtu.be/NQVNe4pUWs0?si=VKoxjUyh4kk2QL_l,Vocal,F,Manali Bose,1001 Bandishes,,,,
Jhinjoti,E,Jhinjoti_9,https://www.youtube.com/watch?v=ZyV2pyRg8S8,Vocal,M,Madan Mohan,,,,,
Jhinjoti,E,Jhinjoti_10,https://www.youtube.com/watch?v=dA8y4dQuq3c,Vocal,M,Mohammad Rafi,,,,,
Jog,,Jog_1,,Vocal,M,Amir Khan,CompMusic DB,,,,
Jog,C,Jog_2,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Jog,C,Jog_3,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Jog,C,Jog_4,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Jog,D,Jog_5,,Vocal,M,Brajeshwar Mukherjee,CompMusic DB,,,,
Jog,D#,Jog_6,,Vocal,M,Shrinivas Joshi,CompMusic DB,,,,
Jog,D,Jog_7,,Vocal,M,Kaustav Kanti Ganguly,CompMusic DB,,,,
Jog,D,Jog_8,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Jog,D,Jog_9,,Vocal,M,Madhup Mudgal,CompMusic DB,,,,
Jog,G#,Jog_10,,Vocal,F,Girija Devi,CompMusic DB,,,,
Jogkauns,D#,Jogkauns_1,https://youtu.be/Zm45sk5Ef18?si=agtrBPayagg9ogfO,Vocal,M,Jitendra Abhisheki,,,,,
Jogkauns,D#,Jogkauns_2,https://youtu.be/OImw3pgLgYI?si=UWfDyQzyc3LtCrmw,Vocal,M,Venkatesh Kumar,,,,,
Jogkauns,G#,Jogkauns_3,https://youtu.be/45T5nM3dBoA?si=odYK0dy9q27lYj5w,Vocal,M,Ulhas Kashalkar,,,,,
Jogkauns,D,Jogkauns_4,https://youtu.be/TTKY92oj2uw?si=OIHfu68g1w40TDDd,Vocal,M,Rashid Khan,,,,,
Jogkauns,D#,Jogkauns_5,https://youtu.be/xPf3BAdVcXU?si=PTfB3wxrv3jtnd6L,Vocal,M,Nagesh Adagaonkar,,,,,
Jogkauns,A,Jogkauns_6,https://youtu.be/jNj-n3QvVPs?si=uuV5n9V2UWmanhwq,Vocal,F,Prabha Atre,,,,,
Jogkauns,B,Jogkauns_7,https://youtu.be/6_Q983uTU_8?si=WnrBJjbLiAxAQxp3,Vocal,F,Manali Bose,1001 Bandishes,,,,
Jogkauns,D#,Jogkauns_8,https://youtu.be/oa2czuykJCE?si=9Wj2IT-f4Gi3TOP1,Vocal,M,Kashyap Bandhu,,,,,
Jogkauns,G#,Jogkauns_9,https://youtu.be/6UyMyr7YRKQ?si=IzNugk3BdvoSMKRK,Vocal,F,"Apoorva Gokhale, Pallavi Joshi",,,,,
Jogkauns,D,Jogkauns_10,https://youtu.be/4a9WMtbsCFs?si=AHihUGk04zPI8fxH,Vocal,M,Ajay Pohankar,,,,,
Kafi,D#,Kafi_1,https://youtu.be/DFqqyzKUmjs?si=Ka2XujnjSjNwW1yS,Vocal,M,Venkatesh Kumar,,,,,
Kafi,C#,Kafi_2,https://youtu.be/mtY7ByTh0es?si=GplgkILSDsgD4zLp,Sarod,M,Pratik Shrivastava,,,,,
Kafi,D,Kafi_3,https://youtu.be/zDh0kHAVBcQ?si=WGvL_kdsmiFvj6sb,Violin,F,Kala Ramnath,,,,,
Kafi,E,Kafi_4,https://youtu.be/2g11f-P5sHA?si=qTT6jJEhODxhLV3E,Flute,M,Hariprasad Chaurasia,,,,,
Kafi,D,Kafi_5,https://youtu.be/PdBnw8lfK8A?si=ur3ZPpZRg6dllpYT,Sitar,M,Shahid Parvez,,,,,
Kafi,A#,Kafi_6,https://youtu.be/FdWEI-RvScU?si=cM-ktoowy0ch6BaW,Vocal,F,Manali Bose,1001 Bandishes,,,,
Kafi,C#,Kafi_7,https://youtu.be/ncL5lc-pszQ?si=RdqC_YBZ4__vmbPc,Vocal,M,Pt. Jasraj,,,,,
Kafi,C#,Kafi_8,https://youtu.be/ZNxorE2hZn0?si=Xfr5iSTT2bhfgUSm,Vocal,M,Ajoy Chakraborti,,,,,
Kafi,E,Kafi_9,https://youtu.be/cYtARn9x0NI?si=lC8O_hEmHy0QWe3t,Vocal,M,Bhimsen Joshi,,,,,
Kafi,D#,Kafi_10,https://youtu.be/5WKd7zXf1wg?si=tHUz3B9n4Mj0aOwM,Vocal,M,Ulhas Kashalkar,,,,,
Kamod,D#,Kamod_1,https://youtu.be/LsXkq3Bc16E?si=RhMUuztcYOYVBtBW,Vocal,M,Rajan Sajan Mishra,,,,,
Kamod,D,Kamod_2,https://youtu.be/feWqgGAQ2Hs?si=zRBHRMTP3-T4EZDk,Vocal,M,Ajoy Chakraborti,,,,,
Kamod,D,Kamod_3,https://youtu.be/u1-Y4lWOBtY?si=A-7v-59u4jIdTAA5,Vocal,M,Bade Ghulam Ali Khan,,,,,
Kamod,E,Kamod_4,https://youtu.be/4HBG8pMvwcw?si=WHu_7l66UQP8kYM_,Vocal,M,Aditya Modak,,,,,
Kamod,D,Kamod_5,https://youtu.be/SQu4DcDgtwY?si=stXUULYTbsZIC1Mt,Vocal,M,Bade Ghulam Ali Khan,,,,,
Kamod,D#,Kamod_6,https://youtu.be/_Wrq9S5O4vw?si=Fw4C7dGOQd-6L8Sq,Vocal,M,Ulhas Kashalkar,,,,,
Kamod,E,Kamod_7,https://youtu.be/y_PjbArrUYo?si=XDDbKw_11c0QT9Gl,Vocal,M,Rashid Khan,,,,,
Kamod,G#,Kamod_8,https://youtu.be/pKn_pYFHYXI?si=fqAGHe3Qa1Sak2Pm,Vocal,F,Apoorva Gokhale,,,,,
Kamod,F#,Kamod_9,https://youtu.be/vX3MyKjP5vs?si=KIJhLfgcUc5Mexyj,Vocal,M,Kumar Gandharv,,,,,
Kamod,D,Kamod_10,https://youtu.be/LPr1voQFWN4?si=3t1vUoooL6O2KHlY,Vocal,M,Rahul Deshpande,,,,,
Kaunsi Kanada,D,Kaunsi Kanada_1,https://youtu.be/G2OUrXkMlSQ?si=BvAx1RER21Pe0WJN,Vocal,M,Rashid Khan,Komal Nishad,,,,
Kaunsi Kanada,D#,Kaunsi Kanada_2,https://youtu.be/8ODGpL-V_ZQ?si=jhVpoupwHtaUSv8M,Vocal,M,Venkatesh Kumar,First Edition Arts,,,,
Kaunsi Kanada,G#,Kaunsi Kanada_3,https://youtu.be/DNYk0cffr98?si=NrsEJfa4Rqd8nFDV,Vocal,F,Shruti Sadolikar,Darbar,,,,
Kaunsi Kanada,C#,Kaunsi Kanada_4,https://youtu.be/bjVjWKpr-ag?si=UPiErlNXstPQnMDE,Sitar,F,Roopa Panesar,,,,,
Kaunsi Kanada,E,Kaunsi Kanada_5,https://youtu.be/rX73UeSEx6o?si=Jkl3UVztb7yFJes6,Sarangi,M,Alla Rakha Kalawant ,,,,,
Kaunsi Kanada,D#,Kaunsi Kanada_6,https://youtu.be/iTlWT3aOitw?si=6OmZnBPioisxcLu6,Vocal,M,Rajan Sajan Mishra,Komal Nishad,,,,
Kaunsi Kanada,G#,Kaunsi Kanada_7,https://youtu.be/zNFHFMJktVU?si=9jlXI3nx4pezA6lC,Vocal,F,Priya Purushothaman,,,,,
Kaunsi Kanada,G#,Kaunsi Kanada_8,https://youtu.be/LdF8n5uRMZk?si=kI8xt4JE2ZdbhTbX,Rudra Veena,M,Bahauddin Dagar,,,,,
Kaunsi Kanada,C#,Kaunsi Kanada_9,https://youtu.be/bv1erGwRCBw?si=MAQkBfbHu6nHvuaC,Vocal,M,Sanjeev Abhyankar,,,,,
Kaunsi Kanada,D,Kaunsi Kanada_10,https://www.youtube.com/watch?v=jyb9LAY7BCA&list=PL-sO0pd2ZajQzBFSEeX8IQ4nTP-cFZP9O,Surbahar,F,Annapurna Devi,,,,,
Kaushik Dhwani,D#,Kaushik Dhwani_1,https://youtu.be/q69GQuZL6jI?si=VIPneXsiR5E37cgL,Vocal,M,Rashid Khan,,,,,
Kaushik Dhwani,C#,Kaushik Dhwani_2,https://youtu.be/tXY-Up7JDn0?si=ruFHB1ZbQVuzKPIC,Vocal,M,Anol Chatterjee,,,,,
Kaushik Dhwani,A#,Kaushik Dhwani_3,https://youtu.be/GeYe7sjzA_k?si=Nn98vFgdEoBMfb6r,Vocal,F,Kaushiki Chakraborti,,,,,
